trip_id,driver_id,timestamp,speed,throttle,brake,steering_angle,gps_lat,gps_lon,accel_x,accel_y,accel_z,trip_duration_sec,distance_km,hard_brake,overspeed,harsh_turn
T00000,D038,2024-01-01 00:00:00,35.743643875696876,0.7135198601624981,0.2929349708267161,-2.752308644977606,24.196689843180426,55.19637499987706,0.043459091357755206,0.25470350090211763,9.730659018189767,720,38.61706293902584,0,0,0
T00001,D028,2024-01-01 00:30:00,26.117369376717072,0.669665900075266,0.261609599490364,-25.047002296445207,24.8985490939133,55.203652697266094,-0.23598757704093998,-0.28734414696648863,9.71309110254943,2460,31.1826160447118,1,0,1
T00002,D014,2024-01-01 01:00:00,62.83201511478309,0.5163126069968731,0.41926072003023407,0.701571462612697,25.880994397026022,54.129001517373126,0.006352076063363039,-0.0655526075086179,9.814266061515605,3365,6.924058895888999,1,0,0
T00003,D042,2024-01-01 01:30:00,44.38037354128841,0.7613114923528695,0.22415772178948828,-1.607293215533048,25.90566877834117,55.945044991267324,0.11013055575117905,0.049916489943221176,9.607133758074433,2575,42.90735319884372,1,0,0
T00004,D007,2024-01-01 02:00:00,47.609494937543545,0.3190970622021134,0.25614172707217175,17.76313718942536,24.47866457309472,55.088059930589154,0.155105069272665,-0.2351736319805587,9.839087603314706,1794,30.86564609552319,0,0,0
T00005,D020,2024-01-01 02:30:00,58.618079208636416,0.43938141112106155,0.0,-12.29798317550628,25.24822684009131,55.11959144435953,0.13119713472879438,0.019770926182232064,9.81957620038842,827,48.12106768566943,0,0,0
T00006,D038,2024-01-01 03:00:00,44.86814165544966,0.324471516048085,0.05175967127347869,-19.487932774685035,24.948152528215715,55.04023082900479,-0.4017075654223122,0.0055554481335607486,9.912181964027303,2843,34.16890243573796,0,0,0
T00007,D018,2024-01-01 03:30:00,51.77116797971247,0.6564986989401244,0.0,-5.610894743869273,25.751370255172212,55.22146355928924,0.36877768277989703,0.2710345436468077,9.749960786041562,330,10.408393457800688,0,0,0
T00008,D022,2024-01-01 04:00:00,57.237774307336345,0.3834726251401097,0.28589121618711494,-16.47136940154024,24.542861728552108,54.52859950554751,0.3438843682361447,-0.12457260991965792,9.932483153202227,461,24.741601390775468,0,0,0
T00009,D010,2024-01-01 04:30:00,53.5013389037824,0.46575016491258286,0.25230356776358687,0.5873188771968677,24.007404813664834,54.57448269594968,-0.028844522465636686,0.2908257220684238,9.852964290050188,2141,33.1278846822658,0,0,0
T00010,D010,2024-01-01 05:00:00,49.289702492824254,0.6235340736531497,0.2470306950925273,-27.89902292739909,24.32512241186283,55.02267817959226,0.13665260853163025,-0.23934200904234665,9.797321082555676,1004,3.356705650398929,0,0,1
T00011,D023,2024-01-01 05:30:00,71.74669253062585,0.6396499827555632,0.06778495873128887,-9.08018105065922,24.699045602338796,55.61337170952716,-0.06496613013255247,-0.20445979941533846,9.981669592550604,1021,2.715692679430779,0,0,0
T00012,D035,2024-01-01 06:00:00,63.62955897014784,0.3185747307489498,0.05405753310250022,-13.925575047333297,24.63144225954098,54.09972915298836,0.2255872988434399,-0.09484057693299684,9.809521273084679,1701,8.21134402873126,0,0,0
T00013,D039,2024-01-01 06:30:00,43.7135524615075,0.7113310567545584,0.2314170398444626,8.516356156291032,25.58272583824577,55.20680842444049,-0.24428155384001085,0.011967971666202042,9.748163267237235,745,14.079892882182596,0,0,0
T00014,D023,2024-01-01 07:00:00,31.354605747773206,0.5911379337334502,0.09959209208432979,-12.158470644380477,25.361121332277676,55.61355628501263,0.4027381785872774,-0.6041281003506495,9.81238399930715,3091,22.618357928992424,0,0,0
T00015,D002,2024-01-01 07:30:00,54.579354747564665,0.28365943208391975,0.046939315425164496,-26.041436378977487,24.599112639229794,54.31383454407445,0.2106622835453871,0.11482439135273477,9.746103083288602,726,25.397142740469842,1,0,1
T00016,D021,2024-01-01 08:00:00,48.23790972283508,0.23445682084867742,0.12374159431128977,-3.0273014540182257,24.915487634332425,54.030045083961134,0.21763013747066723,0.42733563293643784,9.83736466805947,2851,8.625325229019046,1,0,0
T00017,D001,2024-01-01 08:30:00,70.6349349478325,0.49683605794758645,0.10088869459470376,4.798292104117636,24.19111820791667,54.62542659028291,-0.03151586292774519,0.16281739199433834,9.93206872819975,1850,34.32279579755988,0,0,0
T00018,D023,2024-01-01 09:00:00,59.812395085510836,0.6700187978633618,0.06999155380573202,-4.068077898910887,25.796292889640203,55.1762874134592,-0.42378555147980795,-0.052667481701290667,9.799199596751075,2267,30.61462696143367,0,0,0
T00019,D043,2024-01-01 09:30:00,56.46306582002862,0.6751431724801961,0.01613482748635972,-9.169841688286617,25.870849648897067,54.276566346809496,0.26518041003623094,-0.2711477705673982,9.809013966007333,1020,16.13427674437569,1,0,0
T00020,D029,2024-01-01 10:00:00,45.19427306931142,0.5712333754449685,0.26730346525083604,-10.07343150876394,25.959607070761876,54.85224474194497,-0.4138684004707651,-0.4532555589372534,9.879783119452929,3031,2.6556744048940164,0,0,0
T00021,D037,2024-01-01 10:30:00,31.86451887499136,0.5097349676653652,0.4334074159215585,1.694220486630509,25.737105661571675,55.10464299474856,0.26879179806736364,-0.41075590617882934,9.918724002410814,2101,5.727099936957956,1,0,0
T00022,D001,2024-01-01 11:00:00,42.03055546948027,0.6023475338158011,0.19414936990720194,-13.341731238593223,24.34792177539245,55.19776618951463,-0.23163816504966697,-0.032709968751719276,9.754736473478419,2929,20.801349224520294,0,0,0
T00023,D020,2024-01-01 11:30:00,52.15242141486166,0.32893389712214827,0.2333651205454892,-4.927244571158006,24.092392966403256,54.54882344200075,-0.4761145962091812,0.5267275046128171,9.817233600620364,2264,9.390768855952828,0,0,0
T00024,D032,2024-01-01 12:00:00,19.056298604862818,0.8373975726050783,0.2804566778902556,11.256698563310604,25.15919345482535,54.800059271972586,0.00029991111405919843,-0.6792683476578517,9.880226230744675,1357,20.0873410951026,0,0,0
T00025,D011,2024-01-01 12:30:00,63.62570939478516,0.8347876836245041,0.2549848635789683,-19.51984618358468,25.82521005376622,55.55667845813512,0.354840165161522,0.17505447230876572,9.832995225607705,2344,32.15276501649704,0,0,0
T00026,D021,2024-01-01 13:00:00,76.00566002627069,0.5857624629241396,0.07296315075245313,-0.6550052961040826,24.354702723319484,55.88242938824137,-0.289681124525606,-0.1694288530964854,9.613791056423137,1035,28.26739653820561,0,0,0
T00027,D043,2024-01-01 13:30:00,15.825910644438757,0.5394600839985704,0.4579769316653878,-26.83484119195507,24.014085829248284,55.723760662236515,0.4797103873184479,-0.08387373975708577,9.898272695991142,3038,13.096442390594923,1,0,1
T00028,D024,2024-01-01 14:00:00,23.996766734796964,0.4177158054681259,0.08640342294830589,3.418945050149294,25.61099209206449,55.12856700346686,0.19702216314920243,-0.23442472163600306,9.852288131471374,1057,18.503479580420116,0,0,0
T00029,D048,2024-01-01 14:30:00,48.4449369634971,0.6057497691599322,0.29721325469906135,-14.682138161985916,24.15359136857347,54.82058560588789,0.04702785670976294,-0.3418596978717261,9.859394874020682,2095,31.47349752553523,1,0,0
T00030,D026,2024-01-01 15:00:00,36.26128626547599,0.3617365257966446,0.27952869610143677,15.293877195461926,24.82741206382006,54.66591322874284,-0.13068727687173373,0.03140930966808019,9.680784927234665,1943,43.321041346085536,0,0,0
T00031,D041,2024-01-01 15:30:00,48.9135965074751,0.05527759380089381,0.0,-22.154209644680233,25.35777467437757,54.24991313216804,-0.10976920553844312,0.06570087161741728,9.815238993470217,1053,38.154245059466106,0,0,0
T00032,D027,2024-01-01 16:00:00,43.92488945163844,0.0,0.1461730374630621,6.631185552015118,24.47359517091236,54.21310249443223,0.12905016862526703,0.16708501467982265,9.884334523340463,323,28.563201288003917,0,0,0
T00033,D015,2024-01-01 16:30:00,29.642722207664185,0.34010033336730267,0.20849426777182556,18.3169661778974,24.167925126893454,55.37671524982731,0.25381225755571835,-0.4213109265270476,9.71194193950968,1539,19.390063919191338,0,0,0
T00034,D014,2024-01-01 17:00:00,64.32609510267734,0.5312756245836555,0.2199726817136429,-15.460341021307029,25.540042456911657,54.51958883234232,-0.17804886529562647,0.21849308336952186,9.737945545015563,354,19.522461322006663,0,0,0
T00035,D046,2024-01-01 17:30:00,51.96774907864274,0.5663943467906966,0.24521307732751507,-12.928273934924094,25.26035016977408,54.50932337286489,-0.2419539981854304,0.22295188856379597,9.88604791210676,3397,44.21203089269101,0,0,0
T00036,D043,2024-01-01 18:00:00,36.60387037907592,0.40264859829814303,0.3136494309409964,-14.162934665648963,25.97698096897361,55.99639010895557,-0.06414804552656012,0.10612342160786792,9.733289737522934,1604,3.8836916499462273,0,0,0
